loop_index,last_step_ns,imu_time_ns,bmp_time_ns,epoch_time_ns,v_batt,alt_bmp_raw,bmp_temp,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,mag_X, mag_Y, mag_Z,roll,pitch,yaw,rollDot,pitchDot,yawDot,X,Y,Z,Xdot,Ydot,Zdot,Zddot,xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,xbee_roll,xbee_pitch,xbee_yaw,gps_lat,gps_lon,gps_gpsAlt,gps_ned_x,gps_ned_y,gps_ned_z,gps_spd,gps_fix,gps_sat,gps_headingNc,gps_cog,gps_gpsVsi,gps_hdop,gps_vdop,gps_year,gps_month,gps_day,gps_hour,gps_minute,gps_second,gps_time_received_ns,X_thrt,Y_thrt,Z_thrt,roll_thrt,pitch_thrt,yaw_thrt,sp_roll_dot,sp_pitch_dot,sp_yaw_dot,sp_roll_dot_ff,sp_pitch_dot_ff,sp_yaw_dot_ff,sp_roll,sp_pitch,sp_yaw,sp_roll_ff,sp_pitch_ff,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,sp_Xdot_ff,sp_Ydot_ff,sp_Zdot_ff,sp_Xddot,sp_Yddot,sp_Zddot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,dsm_con,flight_mode,tIMU,tIMU_END,tSM,tXBEE,tGPS,tPNI,tNAV,tGUI,tCTR,tLOG,tNTP
11,1749741145597550666,1749741145596925905,1749741145596925905,1749741145597555374,16.2792,561.7230,33.9200,0.0415,-0.0064,-0.0075,-0.9125,0.5288,-8.2741,0.0000,0.0000,0.0000,0.0601,-0.1289,0.0187,0.0208,-0.0118,0.0048,-0.0590,-1.7882,-0.1011,0.0003,-0.0000,0.0002,0.0000,324284075,1749741145597117271,-0.0590,-1.7882,-0.1011,0.9999,0.0058,-0.0019,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145596930321,1749741145593112342,1749741145597143186,1749741145597125604,1749741145597154977,1749741145597156727,1749741145597512085,1749741145597517043,1749741145597551874,1749741145593110009,0
12,1749741145602740869,1749741145602304516,1749741145602304516,1749741145602745577,16.2603,561.7230,33.9200,0.0064,-0.0288,0.0021,-1.9854,0.9522,-8.7441,0.0000,0.0000,0.0000,0.0600,-0.1290,0.0187,0.0160,-0.0174,0.0039,-0.0590,-1.7882,-0.1011,0.0003,-0.0000,0.0002,0.0000,324284075,1749741145597117271,-0.0590,-1.7882,-0.1011,0.9999,0.0058,-0.0019,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145602309349,1749741145597570040,1749741145602363221,1749741145602349847,1749741145602374137,1749741145602375804,1749741145602701330,1749741145602707163,1749741145602742078,1749741145597568082,0
13,1749741145607913240,1749741145607320769,1749741145607320769,1749741145607918240,16.2480,561.7230,33.9200,-0.0245,-0.0362,-0.0011,-0.9699,1.4068,-9.1735,0.0000,0.0000,0.0000,0.0598,-0.1293,0.0188,0.0025,-0.0237,0.0022,-0.0590,-1.7882,-0.1011,0.0003,-0.0000,0.0001,0.0000,324292398,1749741145607512426,-0.0590,-1.7882,-0.1011,0.9999,0.0058,-0.0019,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145607325644,1749741145602759993,1749741145607538842,1749741145607520634,1749741145607550383,1749741145607552133,1749741145607873575,1749741145607879658,1749741145607914407,1749741145602758118,0
14,1749741145612604135,1749741145612012372,1749741145612012372,1749741145612608801,16.2381,561.7230,33.9200,0.0128,0.0447,-0.0394,-0.7712,0.6340,-9.3668,0.0000,0.0000,0.0000,0.0597,-0.1290,0.0186,0.0059,-0.0009,-0.0116,-0.0591,-1.7883,-0.1011,-0.0005,-0.0003,0.0001,0.0000,324300404,1749741145612203571,-0.0591,-1.7883,-0.1011,0.9999,0.0057,-0.0019,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145612016872,1749741145607932531,1749741145612229528,1749741145612211904,1749741145612241402,1749741145612243194,1749741145612565012,1749741145612570678,1749741145612605343,1749741145607930614,0
15,1749741145617513727,1749741145617074915,1749741145617074915,1749741145617518810,16.2267,561.7230,33.9200,0.0373,-0.0181,-0.0202,-1.4944,-0.1914,-9.0184,0.0000,0.0000,0.0000,0.0598,-0.1290,0.0186,0.0164,-0.0066,-0.0145,-0.0591,-1.7883,-0.1011,-0.0005,-0.0003,0.0001,0.0000,324300404,1749741145612203571,-0.0591,-1.7883,-0.1011,0.9999,0.0057,-0.0019,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145617079415,1749741145612623092,1749741145617134662,1749741145617121329,1749741145617145745,1749741145617147411,1749741145617474229,1749741145617480270,1749741145617514893,1749741145612621175,0
16,1749741145623095619,1749741145622503565,1749741145622503565,1749741145623100327,16.2185,561.7230,33.9200,0.0075,-0.0746,0.0884,-1.9183,-0.1244,-9.2451,0.0000,0.0000,0.0000,0.0597,-0.1295,0.0185,0.0134,-0.0293,0.0198,-0.0591,-1.7883,-0.1011,-0.0005,-0.0003,0.0000,0.0000,324309940,1749741145622695430,-0.0591,-1.7883,-0.1011,0.9999,0.0057,-0.0019,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145622508023,1749741145617533351,1749741145622722137,1749741145622703972,1749741145622733554,1749741145622735720,1749741145623056829,1749741145623062454,1749741145623096827,1749741145617531518,0
17,1749741145627662853,1749741145627227458,1749741145627227458,1749741145627667519,16.2098,561.7230,33.9200,-0.0192,-0.0117,0.0565,-0.6227,1.0503,-9.4312,0.0000,0.0000,0.0000,0.0596,-0.1296,0.0185,0.0025,-0.0234,0.0320,-0.0591,-1.7883,-0.1011,-0.0005,-0.0003,0.0000,0.0000,324309940,1749741145622695430,-0.0591,-1.7883,-0.1011,0.9999,0.0057,-0.0019,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145627232124,1749741145623114577,1749741145627287746,1749741145627274664,1749741145627298746,1749741145627300371,1749741145627622938,1749741145627629271,1749741145627664061,1749741145623112660,0
18,1749741145633029006,1749741145632370080,1749741145632370080,1749741145633033756,16.2025,561.7230,33.9200,0.0362,0.0437,-0.0000,-0.1365,0.7632,-9.7055,0.0000,0.0000,0.0000,0.0596,-0.1293,0.0186,0.0138,-0.0011,0.0213,-0.0591,-1.7882,-0.1011,-0.0005,-0.0000,-0.0000,0.0000,324318009,1749741145632561404,-0.0591,-1.7882,-0.1011,0.9999,0.0057,-0.0018,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145632374538,1749741145627682060,1749741145632587736,1749741145632569695,1749741145632599069,1749741145632601235,1749741145632989883,1749741145632995883,1749741145633030214,1749741145627680227,0
19,1749741145637402166,1749741145636846902,1749741145636846902,1749741145637406583,16.1941,561.6066,33.9200,0.0394,-0.0096,0.0618,-0.5628,-1.3662,-10.9820,0.0000,0.0000,0.0000,0.0596,-0.1293,0.0186,0.0223,-0.0039,0.0348,-0.0590,-1.7882,-0.1011,0.0007,0.0001,0.0002,0.0000,324325903,1749741145637076682,-0.0590,-1.7882,-0.1011,0.9999,0.0058,-0.0019,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145636850193,1749741145633404238,1749741145637094431,1749741145637082723,1749741145637103597,1749741145637105264,1749741145637370709,1749741145637376251,1749741145637403333,1749741145633046380,0
20,1749741145642728779,1749741145642295009,1749741145642295009,1749741145642733737,16.1887,561.6066,33.9200,-0.0202,-0.0341,0.0053,-0.9867,0.0837,-10.6408,0.0000,0.0000,0.0000,0.0596,-0.1294,0.0186,0.0081,-0.0140,0.0250,-0.0590,-1.7882,-0.1011,0.0007,0.0001,0.0002,0.0000,324325903,1749741145637076682,-0.0590,-1.7882,-0.1011,0.9999,0.0058,-0.0019,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145642299675,1749741145637418415,1749741145642354173,1749741145642341257,1749741145642365214,1749741145642366881,1749741145642689156,1749741145642694906,1749741145642729946,1749741145637416707,0
21,1749741145647889318,1749741145647222434,1749741145647222434,1749741145647894026,16.1832,561.6066,33.9200,-0.0639,-0.0277,-0.0383,-1.1448,1.2035,-8.4721,0.0000,0.0000,0.0000,0.0593,-0.1294,0.0187,-0.0159,-0.0185,0.0039,-0.0591,-1.7882,-0.1010,-0.0000,-0.0001,0.0004,0.0000,324334675,1749741145647493754,-0.0591,-1.7882,-0.1010,0.9999,0.0057,-0.0018,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741145647226892,1749741145642748653,1749741145647518669,1749741145647502128,1749741145647529585,1749741145647531293,1749741145647850778,1749741145647855611,1749741145647890526,1749741145642746820,0
