loop_index,last_step_ns,imu_time_ns,bmp_time_ns,epoch_time_ns,v_batt,alt_bmp_raw,bmp_temp,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,mag_X, mag_Y, mag_Z,roll,pitch,yaw,rollDot,pitchDot,yawDot,X,Y,Z,Xdot,Ydot,Zdot,Zddot,xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,xbee_roll,xbee_pitch,xbee_yaw,gps_lat,gps_lon,gps_gpsAlt,gps_ned_x,gps_ned_y,gps_ned_z,gps_spd,gps_fix,gps_sat,gps_headingNc,gps_cog,gps_gpsVsi,gps_hdop,gps_vdop,gps_year,gps_month,gps_day,gps_hour,gps_minute,gps_second,gps_time_received_ns,X_thrt,Y_thrt,Z_thrt,roll_thrt,pitch_thrt,yaw_thrt,sp_roll_dot,sp_pitch_dot,sp_yaw_dot,sp_roll_dot_ff,sp_pitch_dot_ff,sp_yaw_dot_ff,sp_roll,sp_pitch,sp_yaw,sp_roll_ff,sp_pitch_ff,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,sp_Xdot_ff,sp_Ydot_ff,sp_Zdot_ff,sp_Xddot,sp_Yddot,sp_Zddot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,dsm_con,flight_mode,tIMU,tIMU_END,tSM,tXBEE,tGPS,tPNI,tNAV,tGUI,tCTR,tLOG,tNTP
601,1749741148545125027,1749741148544700423,1749741148544700423,1749741148545129735,16.2654,561.6086,33.6000,-0.1172,-0.0117,-0.2226,-5.8483,4.8881,-11.9053,0.0000,0.0000,0.0000,0.0600,-0.1294,0.0188,-0.0055,-0.0257,-0.0530,-0.0590,-1.7883,-0.1012,-0.0001,0.0006,-0.0002,0.0000,327226888,1749741148540664912,-0.0590,-1.7883,-0.1012,0.9999,0.0055,-0.0020,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148544705297,1749741148541083933,1749741148544752295,1749741148544739462,1749741148544763045,1749741148544764711,1749741148545086362,1749741148545092695,1749741148545126235,1749741148541082058,0
602,1749741148550996864,1749741148550406101,1749741148550406101,1749741148551001530,16.2666,561.6086,33.6000,-0.0650,0.0650,0.1672,1.2453,2.7491,-7.4581,0.0000,0.0000,0.0000,0.0590,-0.1295,0.0184,-0.0253,0.0045,0.0204,-0.0591,-1.7883,-0.1012,-0.0010,0.0000,-0.0001,0.0000,327234490,1749741148550598008,-0.0591,-1.7883,-0.1012,0.9999,0.0053,-0.0021,0.0092,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148550410517,1749741148545145859,1749741148550624299,1749741148550606299,1749741148550636048,1749741148550637798,1749741148550957574,1749741148550963532,1749741148550998030,1749741148545143984,0
603,1749741148555483144,1749741148554888548,1749741148554888548,1749741148555487852,16.2661,561.6086,33.6000,0.2386,-0.0671,0.1076,1.1567,-8.8621,-9.5529,0.0000,0.0000,0.0000,0.0598,-0.1297,0.0187,0.0627,-0.0193,0.0495,-0.0590,-1.7883,-0.1012,0.0010,0.0008,-0.0003,0.0000,327243188,1749741148555080747,-0.0590,-1.7883,-0.1012,0.9999,0.0055,-0.0021,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148554893589,1749741148551017363,1749741148555107287,1749741148555089371,1749741148555119036,1749741148555120786,1749741148555443979,1749741148555449687,1749741148555484352,1749741148551015488,0
604,1749741148560838506,1749741148560406069,1749741148560406069,1749741148560843214,16.2666,561.6086,33.6000,-0.1225,-0.0703,-0.2471,-4.7658,4.5028,-8.6558,0.0000,0.0000,0.0000,0.0602,-0.1297,0.0187,0.0009,-0.0363,-0.0494,-0.0590,-1.7883,-0.1012,0.0010,0.0008,-0.0003,0.0000,327243188,1749741148555080747,-0.0590,-1.7883,-0.1012,0.9999,0.0055,-0.0021,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148560410568,1749741148555502434,1749741148560464899,1749741148560452025,1749741148560475649,1749741148560477274,1749741148560799258,1749741148560805049,1749741148560839672,1749741148555500559,0
605,1749741148565488528,1749741148564898057,1749741148564898057,1749741148565493236,16.2671,561.6086,33.6000,-0.0799,0.1140,0.1395,-0.4910,2.3160,-10.2638,0.0000,0.0000,0.0000,0.0592,-0.1295,0.0186,-0.0260,0.0138,0.0136,-0.0591,-1.7883,-0.1012,0.0001,0.0006,-0.0002,0.0000,327251497,1749741148565089464,-0.0591,-1.7883,-0.1012,0.9999,0.0054,-0.0021,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148564902515,1749741148560857755,1749741148565115754,1749741148565097755,1749741148565126670,1749741148565128295,1749741148565449155,1749741148565455279,1749741148565489736,1749741148560855880,0
606,1749741148570652399,1749741148570214546,1749741148570214546,1749741148570657107,16.2678,561.6086,33.6000,0.2258,-0.1076,0.1385,4.2893,-9.5919,-5.3132,0.0000,0.0000,0.0000,0.0600,-0.1300,0.0186,0.0579,-0.0267,0.0552,-0.0591,-1.7883,-0.1012,0.0001,0.0006,-0.0002,0.0000,327251497,1749741148565089464,-0.0591,-1.7883,-0.1012,0.9999,0.0054,-0.0021,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148570219379,1749741148565507568,1749741148570274251,1749741148570260960,1749741148570285376,1749741148570287001,1749741148570611776,1749741148570618318,1749741148570653608,1749741148565505735,0
607,1749741148575988387,1749741148575398500,1749741148575398500,1749741148575993054,16.2688,561.6086,33.6000,-0.0149,-0.0011,-0.2376,-5.8747,2.5768,-9.8129,0.0000,0.0000,0.0000,0.0610,-0.1295,0.0185,0.0337,-0.0181,-0.0424,-0.0590,-1.7883,-0.1013,0.0007,0.0005,-0.0004,0.0000,327260140,1749741148575589199,-0.0590,-1.7883,-0.1013,0.9999,0.0055,-0.0021,0.0092,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148575402875,1749741148570672065,1749741148575615656,1749741148575597532,1749741148575626905,1749741148575628655,1749741148575948848,1749741148575954556,1749741148575989554,1749741148570670190,0
608,1749741148580633993,1749741148580061896,1749741148580061896,1749741148580638659,16.2697,561.6086,33.6000,-0.1981,0.0149,0.0586,-1.0418,6.0843,-8.8490,0.0000,0.0000,0.0000,0.0596,-0.1298,0.0188,-0.0436,-0.0071,-0.0087,-0.0590,-1.7883,-0.1013,0.0002,0.0009,-0.0002,0.0000,327268039,1749741148580239804,-0.0590,-1.7883,-0.1013,0.9999,0.0054,-0.0021,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148580065937,1749741148576008053,1749741148580263844,1749741148580247470,1749741148580275219,1749741148580276802,1749741148580596036,1749741148580601078,1749741148580635159,1749741148576006178,0
609,1749741148585548585,1749741148585110857,1749741148585110857,1749741148585553335,16.2712,561.6670,33.6000,0.2312,-0.0075,0.2312,3.9612,-8.2042,-7.7754,0.0000,0.0000,0.0000,0.0600,-0.1299,0.0188,0.0480,-0.0072,0.0712,-0.0590,-1.7883,-0.1013,0.0002,0.0009,-0.0002,0.0000,327268039,1749741148580239804,-0.0590,-1.7883,-0.1013,0.9999,0.0054,-0.0021,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148585115606,1749741148581087387,1749741148585170020,1749741148585157313,1749741148585180728,1749741148585182395,1749741148585509420,1749741148585515087,1749741148585549793,1749741148580652159,0
610,1749741148590836992,1749741148590404555,1749741148590404555,1749741148590841700,16.2714,561.6670,33.6000,-0.0320,-0.1119,-0.2397,-2.3949,0.9570,-7.1098,0.0000,0.0000,0.0000,0.0608,-0.1299,0.0188,0.0213,-0.0421,-0.0324,-0.0590,-1.7883,-0.1013,0.0002,0.0009,-0.0002,0.0000,327268039,1749741148580239804,-0.0590,-1.7883,-0.1013,0.9999,0.0054,-0.0021,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148590409013,1749741148585567959,1749741148590463886,1749741148590450803,1749741148590474927,1749741148590476593,1749741148590797578,1749741148590803244,1749741148590838201,1749741148585566043,0
611,1749741148595569677,1749741148595135573,1749741148595135573,1749741148595574385,16.2743,561.6670,33.6000,-0.1172,0.1119,-0.0043,-2.9481,7.8692,-9.7222,0.0000,0.0000,0.0000,0.0601,-0.1295,0.0188,-0.0248,0.0092,-0.0230,-0.0590,-1.7883,-0.1013,0.0002,0.0009,-0.0002,0.0000,327268039,1749741148580239804,-0.0590,-1.7883,-0.1013,0.9999,0.0054,-0.0021,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148595140031,1749741148590856325,1749741148595194695,1749741148595181737,1749741148595205195,1749741148595206861,1749741148595530637,1749741148595536303,1749741148595570843,1749741148590854408,0
612,1749741148600710466,1749741148600116287,1749741148600116287,1749741148600715383,16.2772,561.6670,33.6000,0.1321,-0.0522,0.2461,4.8425,-5.7613,-6.5586,0.0000,0.0000,0.0000,0.0598,-0.1300,0.0185,0.0275,-0.0113,0.0667,-0.0590,-1.7883,-0.1012,0.0003,0.0008,-0.0001,0.0000,327277153,1749741148600306528,-0.0590,-1.7883,-0.1012,0.9999,0.0055,-0.0021,0.0092,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148600120703,1749741148595589176,1749741148600333068,1749741148600315402,1749741148600344859,1749741148600346609,1749741148600671176,1749741148600676801,1749741148600711674,1749741148595587301,0
613,1749741148605200412,1749741148604726936,1749741148604726936,1749741148605205162,16.2787,561.6670,33.6000,0.0458,-0.0682,-0.1832,-2.5146,-0.2656,-9.5099,0.0000,0.0000,0.0000,0.0606,-0.1297,0.0185,0.0336,-0.0302,-0.0166,-0.0590,-1.7883,-0.1012,0.0003,0.0008,-0.0001,0.0000,327277153,1749741148600306528,-0.0590,-1.7883,-0.1012,0.9999,0.0055,-0.0021,0.0092,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148604731477,1749741148600730173,1749741148604824389,1749741148604811723,1749741148604835722,1749741148604837472,1749741148605161123,1749741148605166664,1749741148605201621,1749741148600727882,0
614,1749741148611114789,1749741148610480528,1749741148610480528,1749741148611119455,16.2792,561.6670,33.6000,-0.2024,0.0309,-0.0799,-3.5971,7.1108,-9.5767,0.0000,0.0000,0.0000,0.0597,-0.1297,0.0188,-0.0451,-0.0099,-0.0377,-0.0591,-1.7882,-0.1013,-0.0003,0.0010,-0.0003,0.0000,327284362,1749741148610641437,-0.0591,-1.7882,-0.1013,0.9999,0.0054,-0.0020,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148610484987,1749741148605219703,1749741148610741891,1749741148610723725,1749741148610753223,1749741148610754890,1749741148611075249,1749741148611081124,1749741148611115956,1749741148605217870,0
615,1749741148615294542,1749741148614702446,1749741148614702446,1749741148615299334,16.2801,561.6670,33.6000,0.1790,0.0117,0.2663,5.5514,-4.2947,-8.1905,0.0000,0.0000,0.0000,0.0596,-0.1299,0.0185,0.0296,-0.0027,0.0636,-0.0590,-1.7883,-0.1012,0.0011,0.0000,0.0003,0.0000,327293573,1749741148614895103,-0.0590,-1.7883,-0.1012,0.9999,0.0055,-0.0020,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148614707738,1749741148611134580,1749741148614921061,1749741148614903395,1749741148614932810,1749741148614934602,1749741148615255252,1749741148615260919,1749741148615295792,1749741148611132205,0
616,1749741148620468747,1749741148620034518,1749741148620034518,1749741148620473455,16.2821,561.6670,33.6000,0.0788,-0.1044,-0.1459,-2.0836,-0.7824,-10.0038,0.0000,0.0000,0.0000,0.0605,-0.1298,0.0185,0.0460,-0.0366,-0.0062,-0.0590,-1.7883,-0.1012,0.0011,0.0000,0.0003,0.0000,327293573,1749741148614895103,-0.0590,-1.7883,-0.1012,0.9999,0.0055,-0.0020,0.0093,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148620039226,1749741148615313750,1749741148620094182,1749741148620080932,1749741148620105056,1749741148620106681,1749741148620428874,1749741148620435040,1749741148620469955,1749741148615311875,0
617,1749741148625966852,1749741148625378672,1749741148625378672,1749741148625971560,16.2830,561.6670,33.6000,-0.2173,0.0426,-0.1321,-4.0594,8.9961,-11.9101,0.0000,0.0000,0.0000,0.0595,-0.1296,0.0189,-0.0418,-0.0102,-0.0482,-0.0591,-1.7882,-0.1013,0.0006,0.0004,0.0000,0.0000,327302319,1749741148625569663,-0.0591,-1.7882,-0.1013,0.9999,0.0053,-0.0020,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148625383131,1749741148620488454,1749741148625594953,1749741148625577871,1749741148625606661,1749741148625608370,1749741148625927937,1749741148625933604,1749741148625968060,1749741148620486621,0
618,1749741148630920942,1749741148630355053,1749741148630355053,1749741148630925692,16.2859,561.6670,33.6000,0.1193,0.0000,0.2716,2.9242,-3.2061,-9.6435,0.0000,0.0000,0.0000,0.0590,-0.1299,0.0189,0.0119,-0.0068,0.0584,-0.0591,-1.7882,-0.1013,0.0006,0.0004,0.0000,0.0000,327302319,1749741148625569663,-0.0591,-1.7882,-0.1013,0.9999,0.0053,-0.0020,0.0094,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148630359470,1749741148625986893,1749741148630452215,1749741148630439466,1749741148630463881,1749741148630465631,1749741148630881027,1749741148630886736,1749741148630922150,1749741148625985018,0
619,1749741148635721623,1749741148635087529,1749741148635087529,1749741148635726498,16.2884,561.6986,33.5800,0.2003,-0.1033,-0.0447,0.3305,-5.1369,-9.3882,0.0000,0.0000,0.0000,0.0603,-0.1300,0.0183,0.0747,-0.0390,0.0240,-0.0591,-1.7884,-0.1012,0.0007,-0.0004,0.0004,0.0000,327309065,1749741148635248896,-0.0591,-1.7884,-0.1012,0.9999,0.0055,-0.0021,0.0092,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148635091988,1749741148631663697,1749741148635275229,1749741148635257438,1749741148635286770,1749741148635288478,1749741148635608546,1749741148635614420,1749741148635722957,1749741148630940150,0
620,1749741148640219403,1749741148639626432,1749741148639626432,1749741148640224027,16.2893,561.6986,33.5800,-0.1960,0.0426,-0.2141,-4.8137,7.3046,-10.5120,0.0000,0.0000,0.0000,0.0599,-0.1296,0.0190,-0.0155,-0.0118,-0.0553,-0.0590,-1.7882,-0.1013,0.0019,0.0013,-0.0007,0.0000,327317760,1749741148639819256,-0.0590,-1.7882,-0.1013,0.9999,0.0055,-0.0021,0.0095,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148639631056,1749741148635741331,1749741148639845171,1749741148639827505,1749741148639857045,1749741148639858795,1749741148640179280,1749741148640184863,1749741148640220569,1749741148635739581,0
621,1749741148644870174,1749741148644435196,1749741148644435196,1749741148644874841,16.2913,561.6986,33.5800,0.0085,0.0160,0.2184,2.3566,0.7369,-9.2069,0.0000,0.0000,0.0000,0.0590,-0.1299,0.0190,-0.0075,-0.0025,0.0359,-0.0590,-1.7882,-0.1013,0.0019,0.0013,-0.0007,0.0000,327317760,1749741148639819256,-0.0590,-1.7882,-0.1013,0.9999,0.0055,-0.0021,0.0095,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148644440071,1749741148640239110,1749741148644494735,1749741148644481777,1749741148644505317,1749741148644506942,1749741148644830301,1749741148644836384,1749741148644871341,1749741148640237277,0
622,1749741148650347489,1749741148649657190,1749741148649657190,1749741148650352197,16.2910,561.6986,33.5800,0.2013,-0.1012,0.0447,-1.2549,-7.1754,-7.6728,0.0000,0.0000,0.0000,0.0599,-0.1300,0.0182,0.0621,-0.0354,0.0388,-0.0591,-1.7883,-0.1012,0.0013,0.0006,-0.0002,0.0000,327327093,1749741148649847847,-0.0591,-1.7883,-0.1012,0.9999,0.0054,-0.0022,0.0091,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.2072,0.2072,0.2072,0.2072,1,5,1749741148649661564,1749741148644889507,1749741148649873679,1749741148649856180,1749741148649885345,1749741148649887095,1749741148650307658,1749741148650313741,1749741148650348697,1749741148644887632,0
