loop_index,last_step_ns,imu_time_ns,bmp_time_ns,epoch_time_ns,v_batt,alt_bmp_raw,bmp_temp,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,mag_X, mag_Y, mag_Z,roll,pitch,yaw,rollDot,pitchDot,yawDot,X,Y,Z,Xdot,Ydot,Zdot,Zddot,xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,xbee_roll,xbee_pitch,xbee_yaw,gps_lat,gps_lon,gps_gpsAlt,gps_ned_x,gps_ned_y,gps_ned_z,gps_spd,gps_fix,gps_sat,gps_headingNc,gps_cog,gps_gpsVsi,gps_hdop,gps_vdop,gps_year,gps_month,gps_day,gps_hour,gps_minute,gps_second,gps_time_received_ns,X_thrt,Y_thrt,Z_thrt,roll_thrt,pitch_thrt,yaw_thrt,sp_roll_dot,sp_pitch_dot,sp_yaw_dot,sp_roll_dot_ff,sp_pitch_dot_ff,sp_yaw_dot_ff,sp_roll,sp_pitch,sp_yaw,sp_roll_ff,sp_pitch_ff,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,sp_Xdot_ff,sp_Ydot_ff,sp_Zdot_ff,sp_Xddot,sp_Yddot,sp_Zddot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,dsm_con,flight_mode,tIMU,tIMU_END,tSM,tXBEE,tGPS,tPNI,tNAV,tGUI,tCTR,tLOG,tNTP
635,1749740681118625029,1749740681118007296,1749740681118007296,1749740681118629695,16.3785,561.0198,33.2900,-0.0256,0.0032,0.0277,0.3736,5.1106,-10.6694,0.0000,0.0000,0.0000,0.0676,-0.1427,0.0914,-0.0115,-0.0170,0.0099,0.0224,0.0764,-0.1047,-0.0006,0.0015,-0.0011,0.0000,4154747799,1749740681118227593,0.0224,0.0764,-0.1047,0.9990,0.0003,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681118012212,1749740681113727404,1749740681118252673,1749740681118235550,1749740681118263379,1749740681118265087,1749740681118585535,1749740681118591451,1749740681118626196,1749740681113725446,0
636,1749740681123398924,1749740681122860969,1749740681122860969,1749740681123403631,16.3800,561.0249,33.2800,0.1662,-0.0607,0.0256,1.0226,-3.0505,-11.0869,0.0000,0.0000,0.0000,0.0679,-0.1428,0.0914,0.0477,-0.0316,0.0151,0.0224,0.0764,-0.1047,-0.0006,0.0015,-0.0011,0.0000,4154747799,1749740681118227593,0.0224,0.0764,-0.1047,0.9990,0.0003,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681122865468,1749740681119308752,1749740681123020485,1749740681123007945,1749740681123031650,1749740681123033400,1749740681123358514,1749740681123364513,1749740681123400132,1749740681118643526,0
637,1749740681129109459,1749740681128574670,1749740681128574670,1749740681129114333,16.3790,561.0249,33.2800,-0.1268,0.0053,-0.0437,-2.9026,-0.0670,-13.4155,0.0000,0.0000,0.0000,0.0675,-0.1425,0.0913,-0.0104,-0.0193,-0.0045,0.0224,0.0763,-0.1047,-0.0004,0.0008,-0.0007,0.0000,4154755709,1749740681128671904,0.0224,0.0763,-0.1047,0.9990,0.0005,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681128579503,1749740681123418462,1749740681128697359,1749740681128679861,1749740681128708898,1749740681128710690,1749740681129032554,1749740681129038595,1749740681129110750,1749740681123416546,0
638,1749740681133570112,1749740681132992414,1749740681132992414,1749740681133575111,16.3780,561.0249,33.2800,0.0256,0.0096,0.0639,1.2501,3.3305,-11.8743,0.0000,0.0000,0.0000,0.0675,-0.1426,0.0913,0.0016,-0.0097,0.0183,0.0224,0.0763,-0.1047,-0.0005,0.0018,-0.0017,0.0000,4154764114,1749740681133168552,0.0224,0.0763,-0.1047,0.9990,0.0005,-0.0012,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681132996247,1749740681129128622,1749740681133192548,1749740681133176468,1749740681133204380,1749740681133206129,1749740681133530869,1749740681133537368,1749740681133571320,1749740681129126747,0
639,1749740681137893996,1749740681137453568,1749740681137453568,1749740681137897037,16.3780,561.0249,33.2800,0.1374,-0.0820,0.0138,0.3736,-3.7946,-12.0413,0.0000,0.0000,0.0000,0.0678,-0.1427,0.0912,0.0469,-0.0338,0.0168,0.0224,0.0763,-0.1047,-0.0010,0.0012,-0.0013,0.0000,4154772529,1749740681137615708,0.0224,0.0763,-0.1047,0.9990,0.0006,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681137456275,1749740681133590276,1749740681137630539,1749740681137620249,1749740681137637621,1749740681137639579,1749740681137869292,1749740681137873916,1749740681137895413,1749740681133588443,0
640,1749740681143555747,1749740681142963885,1749740681142963885,1749740681143560955,16.3773,561.0249,33.2800,-0.1683,0.0181,-0.0820,-2.8667,0.7106,-13.6446,0.0000,0.0000,0.0000,0.0673,-0.1424,0.0914,-0.0249,-0.0165,-0.0161,0.0224,0.0763,-0.1047,-0.0004,0.0014,-0.0013,0.0000,4154780709,1749740681143153396,0.0224,0.0763,-0.1047,0.9990,0.0006,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681142968634,1749740681137904745,1749740681143178975,1749740681143161311,1749740681143190806,1749740681143192556,1749740681143516379,1749740681143522419,1749740681143556955,1749740681137902537,0
641,1749740681148827811,1749740681148239323,1749740681148239323,1749740681148832519,16.3759,561.0249,33.2800,0.0916,0.0213,0.0905,1.1783,2.7084,-9.4431,0.0000,0.0000,0.0000,0.0676,-0.1424,0.0914,0.0140,-0.0039,0.0194,0.0224,0.0764,-0.1048,-0.0012,0.0021,-0.0016,0.0000,4154788922,1749740681148429251,0.0224,0.0764,-0.1048,0.9990,0.0005,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681148243781,1749740681143575369,1749740681148454913,1749740681148437125,1749740681148466453,1749740681148468161,1749740681148788068,1749740681148794192,1749740681148828978,1749740681143573536,0
642,1749740681153297964,1749740681152864242,1749740681152864242,1749740681153302629,16.3768,561.0249,33.2800,0.1001,-0.1076,0.0138,0.3952,-4.3593,-10.8484,0.0000,0.0000,0.0000,0.0678,-0.1427,0.0914,0.0427,-0.0385,0.0176,0.0224,0.0764,-0.1048,-0.0012,0.0021,-0.0016,0.0000,4154788922,1749740681148429251,0.0224,0.0764,-0.1048,0.9990,0.0005,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681152868700,1749740681148846933,1749740681152922649,1749740681152909193,1749740681152934189,1749740681152935939,1749740681153258803,1749740681153264802,1749740681153299130,1749740681148845017,0
643,1749740681158731376,1749740681158023824,1749740681158023824,1749740681158736501,16.3771,561.0249,33.2800,-0.1726,0.0107,-0.0767,-2.4620,1.3877,-10.7983,0.0000,0.0000,0.0000,0.0673,-0.1424,0.0913,-0.0291,-0.0221,-0.0139,0.0224,0.0763,-0.1047,-0.0006,0.0011,-0.0010,0.0000,4154797152,1749740681158330400,0.0224,0.0763,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681158028573,1749740681153317335,1749740681158355187,1749740681158338273,1749740681158366852,1749740681158368560,1749740681158690425,1749740681158697674,1749740681158732585,1749740681153315419,0
644,1749740681163647373,1749740681163104753,1749740681163104753,1749740681163652164,16.3778,561.0249,33.2800,0.1438,0.0533,0.0714,2.8763,2.5720,-9.7652,0.0000,0.0000,0.0000,0.0678,-0.1423,0.0913,0.0286,0.0030,0.0146,0.0224,0.0763,-0.1047,-0.0006,0.0011,-0.0010,0.0000,4154797152,1749740681158330400,0.0224,0.0763,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681163108877,1749740681158751582,1749740681163244230,1749740681163230024,1749740681163256061,1749740681163258186,1749740681163607713,1749740681163613712,1749740681163648540,1749740681158749415,0
645,1749740681169115864,1749740681168525834,1749740681168525834,1749740681169120571,16.3764,561.0249,33.2800,0.0575,-0.1172,0.0213,0.2515,-3.6583,-12.2584,0.0000,0.0000,0.0000,0.0677,-0.1424,0.0915,0.0382,-0.0370,0.0168,0.0224,0.0764,-0.1048,-0.0008,0.0019,-0.0015,0.0000,4154805862,1749740681168715304,0.0224,0.0764,-0.1048,0.9990,0.0005,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681168530250,1749740681163667120,1749740681168741466,1749740681168723636,1749740681168753256,1749740681168755005,1749740681169076245,1749740681169082203,1749740681169117072,1749740681163665287,0
646,1749740681173607971,1749740681173179998,1749740681173179998,1749740681173612637,16.3771,561.0421,33.2600,-0.1704,0.0107,-0.0703,-2.3901,1.4284,-9.6483,0.0000,0.0000,0.0000,0.0672,-0.1422,0.0915,-0.0313,-0.0211,-0.0122,0.0224,0.0764,-0.1048,-0.0008,0.0019,-0.0015,0.0000,4154805862,1749740681168715304,0.0224,0.0764,-0.1048,0.9990,0.0005,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681173184497,1749740681169828082,1749740681173233365,1749740681173220367,1749740681173245071,1749740681173246821,1749740681173568394,1749740681173574768,1749740681173609179,1749740681169133694,0
647,1749740681178955814,1749740681178516927,1749740681178516927,1749740681178960563,16.3778,561.0421,33.2600,0.1545,0.0128,0.0735,2.1027,1.6006,-7.7683,0.0000,0.0000,0.0000,0.0677,-0.1422,0.0915,0.0306,-0.0098,0.0163,0.0224,0.0764,-0.1048,-0.0008,0.0019,-0.0015,0.0000,4154805862,1749740681168715304,0.0224,0.0764,-0.1048,0.9990,0.0005,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681178521426,1749740681173627801,1749740681178575459,1749740681178562836,1749740681178586957,1749740681178588749,1749740681178915946,1749740681178921861,1749740681178957064,1749740681173625884,0
648,1749740681183801322,1749740681183212417,1749740681183212417,1749740681183806071,16.3783,561.0421,33.2600,0.0458,-0.0682,0.0021,-0.7759,-4.9503,-10.2734,0.0000,0.0000,0.0000,0.0678,-0.1423,0.0912,0.0357,-0.0293,0.0116,0.0224,0.0763,-0.1047,-0.0006,0.0013,-0.0011,0.0000,4154814597,1749740681183402887,0.0224,0.0763,-0.1047,0.9990,0.0006,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681183216917,1749740681178975311,1749740681183428341,1749740681183410719,1749740681183440256,1749740681183441964,1749740681183762037,1749740681183768119,1749740681183802530,1749740681178973395,0
649,1749740681188602171,1749740681188126164,1749740681188126164,1749740681188606837,16.3793,561.0421,33.2600,-0.0991,0.0170,-0.0266,-2.6296,2.4022,-8.7703,0.0000,0.0000,0.0000,0.0677,-0.1421,0.0912,-0.0092,-0.0138,-0.0011,0.0224,0.0763,-0.1047,-0.0006,0.0013,-0.0011,0.0000,4154814597,1749740681183402887,0.0224,0.0763,-0.1047,0.9990,0.0006,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681188130622,1749740681183821152,1749740681188223482,1749740681188210526,1749740681188234605,1749740681188236355,1749740681188561719,1749740681188568343,1749740681188603337,1749740681183819194,0
650,1749740681193597530,1749740681193039287,1749740681193039287,1749740681193602446,16.3795,561.0421,33.2600,0.1257,-0.0479,0.0650,1.3627,0.0502,-4.2062,0.0000,0.0000,0.0000,0.0680,-0.1425,0.0913,0.0357,-0.0252,0.0209,0.0224,0.0764,-0.1047,-0.0005,0.0015,-0.0012,0.0000,4154821937,1749740681193198844,0.0224,0.0764,-0.1047,0.9990,0.0006,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681193043786,1749740681188621376,1749740681193224215,1749740681193206801,1749740681193235838,1749740681193237588,1749740681193558536,1749740681193564535,1749740681193598696,1749740681188619418,0
651,1749740681198437330,1749740681197882170,1749740681197882170,1749740681198442121,16.3795,561.0421,33.2600,-0.0032,-0.0341,-0.0479,-3.0032,-3.0745,-7.4462,0.0000,0.0000,0.0000,0.0680,-0.1424,0.0913,0.0228,-0.0282,-0.0020,0.0224,0.0764,-0.1047,-0.0005,0.0015,-0.0012,0.0000,4154821937,1749740681193198844,0.0224,0.0764,-0.1047,0.9990,0.0006,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681197887336,1749740681193618026,1749740681198009566,1749740681197996693,1749740681198021189,1749740681198022939,1749740681198396795,1749740681198403544,1749740681198438580,1749740681193616110,0
652,1749740681203522133,1749740681202992969,1749740681202992969,1749740681203526841,16.3793,561.0421,33.2600,-0.0660,0.0533,0.0085,-1.6142,3.3568,-3.8483,0.0000,0.0000,0.0000,0.0679,-0.1423,0.0913,-0.0068,-0.0010,0.0015,0.0224,0.0763,-0.1047,-0.0007,0.0014,-0.0010,0.0000,4154830077,1749740681203123739,0.0224,0.0763,-0.1047,0.9990,0.0005,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681202997426,1749740681198458577,1749740681203149735,1749740681203131946,1749740681203161191,1749740681203162983,1749740681203483014,1749740681203489013,1749740681203523341,1749740681198456619,0
653,1749740681208801071,1749740681208211041,1749740681208211041,1749740681208805779,16.3793,561.0421,33.2600,0.1630,-0.0852,0.0937,1.5711,-0.9235,-2.9250,0.0000,0.0000,0.0000,0.0683,-0.1429,0.0912,0.0498,-0.0291,0.0322,0.0225,0.0763,-0.1047,-0.0000,0.0010,-0.0006,0.0000,4154839138,1749740681208401386,0.0225,0.0763,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681208215457,1749740681203541963,1749740681208427631,1749740681208409968,1749740681208439296,1749740681208441046,1749740681208761327,1749740681208767285,1749740681208802279,1749740681203540005,0
654,1749740681213378622,1749740681212817380,1749740681212817380,1749740681213383455,16.3790,561.0421,33.2600,-0.0511,-0.0224,-0.0820,-3.4870,-1.8590,-7.4629,0.0000,0.0000,0.0000,0.0682,-0.1428,0.0912,0.0161,-0.0268,-0.0059,0.0225,0.0763,-0.1047,-0.0000,0.0010,-0.0006,0.0000,4154839138,1749740681208401386,0.0225,0.0763,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681212822296,1749740681208820776,1749740681213003308,1749740681212990352,1749740681213014640,1749740681213016431,1749740681213338837,1749740681213345044,1749740681213379830,1749740681208818860,0
655,1749740681218703095,1749740681218231088,1749740681218231088,1749740681218707844,16.3797,561.0421,33.2600,-0.0810,0.0586,-0.0075,0.1820,5.4575,-7.1217,0.0000,0.0000,0.0000,0.0680,-0.1427,0.0913,-0.0162,0.0016,-0.0064,0.0224,0.0764,-0.1047,-0.0005,0.0014,-0.0010,0.0000,4154847328,1749740681218302618,0.0224,0.0764,-0.1047,0.9990,0.0005,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681218235545,1749740681213398161,1749740681218328197,1749740681218310575,1749740681218339570,1749740681218341695,1749740681218663184,1749740681218669725,1749740681218704303,1749740681213396245,0
656,1749740681223767192,1749740681223082928,1749740681223082928,1749740681223772192,16.3790,561.0641,33.2500,0.1651,-0.0778,0.1172,1.3459,-1.5336,-6.6016,0.0000,0.0000,0.0000,0.0681,-0.1430,0.0912,0.0442,-0.0248,0.0348,0.0224,0.0763,-0.1047,0.0000,-0.0001,0.0002,0.0000,4154855947,1749740681223273356,0.0224,0.0763,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740681223087344,1749740681219093990,1749740681223299310,1749740681223281604,1749740681223311141,1749740681223312891,1749740681223727074,1749740681223733406,1749740681223768400,1749740681218720467,0
