loop_index,last_step_ns,imu_time_ns,bmp_time_ns,epoch_time_ns,v_batt,alt_bmp_raw,bmp_temp,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,mag_X, mag_Y, mag_Z,roll,pitch,yaw,rollDot,pitchDot,yawDot,X,Y,Z,Xdot,Ydot,Zdot,Zddot,xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,xbee_roll,xbee_pitch,xbee_yaw,gps_lat,gps_lon,gps_gpsAlt,gps_ned_x,gps_ned_y,gps_ned_z,gps_spd,gps_fix,gps_sat,gps_headingNc,gps_cog,gps_gpsVsi,gps_hdop,gps_vdop,gps_year,gps_month,gps_day,gps_hour,gps_minute,gps_second,gps_time_received_ns,X_thrt,Y_thrt,Z_thrt,roll_thrt,pitch_thrt,yaw_thrt,sp_roll_dot,sp_pitch_dot,sp_yaw_dot,sp_roll_dot_ff,sp_pitch_dot_ff,sp_yaw_dot_ff,sp_roll,sp_pitch,sp_yaw,sp_roll_ff,sp_pitch_ff,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,sp_Xdot_ff,sp_Ydot_ff,sp_Zdot_ff,sp_Xddot,sp_Yddot,sp_Zddot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,dsm_con,flight_mode,tIMU,tIMU_END,tSM,tXBEE,tGPS,tPNI,tNAV,tGUI,tCTR,tLOG,tNTP
812,1749740682002544625,1749740682002055829,1749740682002055829,1749740682002549374,16.3780,560.8141,33.0900,0.1491,-0.1182,0.0479,0.3808,-1.8447,-10.1207,0.0000,0.0000,0.0000,0.0687,-0.1431,0.0913,0.0506,-0.0471,0.0269,0.0225,0.0763,-0.1047,0.0003,0.0002,-0.0001,0.0000,4155630616,1749740681992788952,0.0225,0.0763,-0.1047,0.9990,0.0005,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682002060869,1749740681997870172,1749740682002169394,1749740682002154521,1749740682002180767,1749740682002182600,1749740682002505131,1749740682002511672,1749740682002545833,1749740681997868214,0
813,1749740682007569397,1749740682006859220,1749740682006859220,1749740682007574397,16.3778,560.8141,33.0900,-0.1310,0.0245,-0.1033,-2.7565,0.7345,-11.2635,0.0000,0.0000,0.0000,0.0683,-0.1428,0.0913,-0.0099,-0.0232,-0.0165,0.0224,0.0764,-0.1047,-0.0001,0.0005,-0.0004,0.0000,4155639550,1749740682007166129,0.0224,0.0764,-0.1047,0.9990,0.0004,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682006863927,1749740682002564580,1749740682007189208,1749740682007174252,1749740682007200665,1749740682007202498,1749740682007529404,1749740682007536111,1749740682007570606,1749740682002562622,0
814,1749740682012656330,1749740682012180157,1749740682012180157,1749740682012661330,16.3776,560.8141,33.0900,0.0565,0.0320,0.0639,2.2297,4.4717,-9.3978,0.0000,0.0000,0.0000,0.0684,-0.1427,0.0913,0.0122,-0.0048,0.0103,0.0224,0.0764,-0.1047,-0.0001,0.0005,-0.0004,0.0000,4155639550,1749740682007166129,0.0224,0.0764,-0.1047,0.9990,0.0004,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682012184865,1749740682007589478,1749740682012277391,1749740682012264519,1749740682012288765,1749740682012290556,1749740682012616087,1749740682012622253,1749740682012657539,1749740682007587353,0
815,1749740682017800253,1749740682017242218,1749740682017242218,1749740682017805335,16.3773,560.8141,33.0900,0.1353,-0.1108,0.0682,0.2922,-2.9381,-11.6405,0.0000,0.0000,0.0000,0.0685,-0.1430,0.0912,0.0532,-0.0401,0.0296,0.0224,0.0763,-0.1047,0.0003,-0.0001,0.0001,0.0000,4155647152,1749740682017402025,0.0224,0.0763,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682017246883,1749740682012677327,1749740682017427771,1749740682017409982,1749740682017439269,1749740682017441019,1749740682017760926,1749740682017766883,1749740682017801419,1749740682012675494,0
816,1749740682023303451,1749740682022801324,1749740682022801324,1749740682023405560,16.3766,560.7901,33.0900,-0.1939,-0.0043,-0.1172,-2.9194,0.1148,-12.9598,0.0000,0.0000,0.0000,0.0679,-0.1428,0.0912,-0.0291,-0.0282,-0.0193,0.0224,0.0763,-0.1047,0.0003,-0.0001,0.0001,0.0000,4155647152,1749740682017402025,0.0224,0.0763,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682022806073,1749740682018500890,1749740682022928387,1749740682022916014,1749740682022939676,1749740682022941468,1749740682023263958,1749740682023269915,1749740682023304659,1749740682017819250,0
817,1749740682028110220,1749740682027580138,1749740682027580138,1749740682028115302,16.3764,560.7901,33.0900,0.0937,0.0373,0.0565,2.2081,3.3018,-10.5525,0.0000,0.0000,0.0000,0.0682,-0.1427,0.0913,0.0118,-0.0064,0.0059,0.0224,0.0764,-0.1047,0.0000,0.0007,-0.0004,0.0000,4155656160,1749740682027711076,0.0224,0.0764,-0.1047,0.9990,0.0004,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682027585013,1749740682023420682,1749740682027736697,1749740682027719449,1749740682027748028,1749740682027749778,1749740682028070935,1749740682028076934,1749740682028111386,1749740682023418558,0
818,1749740682032723853,1749740682032104203,1749740682032104203,1749740682032728602,16.3768,560.7901,33.0900,0.1097,-0.0948,0.0362,0.5149,-4.9957,-11.4830,0.0000,0.0000,0.0000,0.0683,-0.1428,0.0913,0.0445,-0.0358,0.0160,0.0224,0.0763,-0.1047,0.0000,-0.0005,0.0002,0.0000,4155664532,1749740682032288423,0.0224,0.0763,-0.1047,0.9990,0.0007,-0.0012,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682032108660,1749740682028130008,1749740682032313461,1749740682032296713,1749740682032325125,1749740682032326875,1749740682032683901,1749740682032689858,1749740682032725061,1749740682028128009,0
819,1749740682037847279,1749740682037248084,1749740682037248084,1749740682037852528,16.3766,560.7901,33.0900,-0.1726,-0.0021,-0.0469,-3.6163,-0.1675,-13.0338,0.0000,0.0000,0.0000,0.0679,-0.1426,0.0913,-0.0279,-0.0246,-0.0049,0.0224,0.0763,-0.1047,0.0000,-0.0005,0.0002,0.0000,4155664532,1749740682032288423,0.0224,0.0763,-0.1047,0.9990,0.0007,-0.0012,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682037252541,1749740682032743641,1749740682037433512,1749740682037420973,1749740682037445260,1749740682037447010,1749740682037807577,1749740682037813784,1749740682037848445,1749740682032741642,0
820,1749740682043368558,1749740682042897883,1749740682042897883,1749740682043373307,16.3768,560.7901,33.0900,0.1129,0.0288,0.0362,2.1841,1.5456,-9.3190,0.0000,0.0000,0.0000,0.0684,-0.1426,0.0913,0.0190,-0.0068,0.0088,0.0224,0.0764,-0.1047,0.0002,-0.0001,0.0000,0.0000,4155672414,1749740682042969747,0.0224,0.0764,-0.1047,0.9990,0.0006,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682042902758,1749740682037866984,1749740682042995784,1749740682042977912,1749740682043007407,1749740682043009116,1749740682043328981,1749740682043335188,1749740682043369766,1749740682037865068,0
821,1749740682048323469,1749740682047732148,1749740682047732148,1749740682048328427,16.3764,560.7901,33.0900,0.0959,-0.0405,0.0075,-0.0192,-3.0673,-9.8368,0.0000,0.0000,0.0000,0.0687,-0.1425,0.0912,0.0447,-0.0180,0.0083,0.0224,0.0764,-0.1047,-0.0005,-0.0003,0.0001,0.0000,4155680518,1749740682047921909,0.0224,0.0764,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682047736605,1749740682043387888,1749740682047947655,1749740682047929741,1749740682047959361,1749740682047961111,1749740682048283809,1749740682048289766,1749740682048324677,1749740682043385888,0
822,1749740682052857865,1749740682052424643,1749740682052424643,1749740682052863156,16.3751,560.7901,33.0900,-0.1619,-0.0032,-0.0075,-3.7289,1.7681,-9.4980,0.0000,0.0000,0.0000,0.0681,-0.1424,0.0912,-0.0242,-0.0131,0.0031,0.0224,0.0764,-0.1047,-0.0005,-0.0003,0.0001,0.0000,4155680518,1749740682047921909,0.0224,0.0764,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682052429184,1749740682048343133,1749740682052478384,1749740682052465345,1749740682052490091,1749740682052491882,1749740682052817747,1749740682052824370,1749740682052859115,1749740682048341341,0
823,1749740682057585396,1749740682057010489,1749740682057010489,1749740682057590021,16.3764,560.7901,33.0900,0.1438,-0.0138,0.0522,1.4729,1.0934,-4.1585,0.0000,0.0000,0.0000,0.0686,-0.1427,0.0913,0.0318,-0.0133,0.0194,0.0224,0.0764,-0.1047,0.0001,-0.0004,0.0004,0.0000,4155689586,1749740682057187710,0.0224,0.0764,-0.1047,0.9990,0.0008,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682057014947,1749740682052877695,1749740682057212706,1749740682057195792,1749740682057223996,1749740682057225746,1749740682057545736,1749740682057552402,1749740682057586563,1749740682052875862,0
824,1749740682062279517,1749740682061728980,1749740682061728980,1749740682062284307,16.3759,560.7901,33.0900,0.0373,-0.0128,-0.0352,-0.6370,-3.9071,-6.9332,0.0000,0.0000,0.0000,0.0687,-0.1425,0.0913,0.0336,-0.0132,0.0012,0.0224,0.0764,-0.1047,0.0001,-0.0004,0.0004,0.0000,4155689586,1749740682057187710,0.0224,0.0764,-0.1047,0.9990,0.0008,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682061733063,1749740682057605227,1749740682061821382,1749740682061808051,1749740682061832672,1749740682061834421,1749740682062239898,1749740682062245939,1749740682062280683,1749740682057603269,0
825,1749740682067673607,1749740682067110031,1749740682067110031,1749740682067678815,16.3764,560.7901,33.0900,-0.1172,0.0320,0.0075,-1.6261,4.4119,-7.6490,0.0000,0.0000,0.0000,0.0684,-0.1423,0.0913,-0.0166,0.0019,0.0033,0.0224,0.0764,-0.1047,-0.0004,0.0002,0.0000,0.0000,4155697191,1749740682067270131,0.0224,0.0764,-0.1047,0.9990,0.0005,-0.0014,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682067114489,1749740682062300055,1749740682067296668,1749740682067278338,1749740682067308208,1749740682067309999,1749740682067633531,1749740682067639446,1749740682067674816,1749740682062298139,0
826,1749740682073174098,1749740682072737293,1749740682072737293,1749740682073178805,16.3761,560.7853,33.0700,0.1545,-0.0501,0.0895,0.7448,0.1675,-4.8886,0.0000,0.0000,0.0000,0.0687,-0.1427,0.0913,0.0404,-0.0154,0.0320,0.0224,0.0764,-0.1047,-0.0004,0.0002,0.0000,0.0000,4155697191,1749740682067270131,0.0224,0.0764,-0.1047,0.9990,0.0005,-0.0014,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682072742126,1749740682068363205,1749740682072797034,1749740682072783911,1749740682072808782,1749740682072810573,1749740682073133729,1749740682073140103,1749740682073175306,1749740682067691480,0
827,1749740682078028692,1749740682077464366,1749740682077464366,1749740682078033441,16.3764,560.7853,33.0700,-0.0213,-0.0501,-0.0842,-1.5591,-5.0101,-9.2809,0.0000,0.0000,0.0000,0.0686,-0.1427,0.0912,0.0198,-0.0270,-0.0067,0.0224,0.0763,-0.1047,0.0000,-0.0004,0.0006,0.0000,4155706927,1749740682077630423,0.0224,0.0763,-0.1047,0.9990,0.0008,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682077466533,1749740682073194053,1749740682077653919,1749740682077638297,1749740682077665876,1749740682077667625,1749740682077990573,1749740682077996364,1749740682078029900,1749740682073192137,0
828,1749740682083279223,1749740682082609289,1749740682082609289,1749740682083283930,16.3764,560.7853,33.0700,-0.0916,0.0575,-0.0043,-0.8238,5.7183,-7.6227,0.0000,0.0000,0.0000,0.0685,-0.1425,0.0914,-0.0173,0.0012,-0.0059,0.0224,0.0764,-0.1048,-0.0005,0.0009,-0.0009,0.0000,4155714514,1749740682082881037,0.0224,0.0764,-0.1048,0.9990,0.0005,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682082613705,1749740682078048356,1749740682082904366,1749740682082889077,1749740682082915698,1749740682082917448,1749740682083239354,1749740682083245562,1749740682083280389,1749740682078046439,0
829,1749740682087874359,1749740682087372690,1749740682087372690,1749740682087879066,16.3761,560.7853,33.0700,0.1886,-0.0415,0.0927,1.6285,-1.8184,-7.6323,0.0000,0.0000,0.0000,0.0688,-0.1427,0.0914,0.0513,-0.0131,0.0270,0.0224,0.0764,-0.1048,-0.0005,0.0009,-0.0009,0.0000,4155714514,1749740682082881037,0.0224,0.0764,-0.1048,0.9990,0.0005,-0.0012,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682087377147,1749740682083298886,1749740682087498669,1749740682087486213,1749740682087509792,1749740682087511626,1749740682087834699,1749740682087840614,1749740682087875567,1749740682083296553,0
830,1749740682092632219,1749740682092102679,1749740682092102679,1749740682092636926,16.3754,560.7853,33.0700,-0.0533,-0.0692,-0.0597,-2.8260,-4.4167,-11.9291,0.0000,0.0000,0.0000,0.0687,-0.1427,0.0912,0.0164,-0.0318,-0.0019,0.0224,0.0764,-0.1047,-0.0003,0.0002,-0.0003,0.0000,4155723022,1749740682092233325,0.0224,0.0764,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682092107428,1749740682087893731,1749740682092258945,1749740682092241282,1749740682092270235,1749740682092272027,1749740682092592392,1749740682092598599,1749740682092633427,1749740682087891773,0
831,1749740682097980275,1749740682097447528,1749740682097447528,1749740682097984983,16.3744,560.7853,33.0700,-0.0703,0.0533,-0.0245,0.1820,3.8903,-9.4550,0.0000,0.0000,0.0000,0.0688,-0.1426,0.0912,-0.0125,-0.0034,-0.0094,0.0224,0.0764,-0.1047,-0.0003,0.0002,-0.0003,0.0000,4155723022,1749740682092233325,0.0224,0.0764,-0.1047,0.9990,0.0007,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682097451944,1749740682092652757,1749740682097604044,1749740682097591005,1749740682097615376,1749740682097617167,1749740682097940573,1749740682097946906,1749740682097981483,1749740682092650757,0
832,1749740682102886570,1749740682102391316,1749740682102391316,1749740682102891319,16.3744,560.7853,33.0700,0.1960,-0.0405,0.0799,1.3699,-0.7991,-8.2669,0.0000,0.0000,0.0000,0.0692,-0.1426,0.0913,0.0570,-0.0158,0.0203,0.0224,0.0764,-0.1047,-0.0002,0.0002,-0.0005,0.0000,4155731232,1749740682102486342,0.0224,0.0764,-0.1047,0.9990,0.0006,-0.0013,0.0457,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682102395732,1749740682098001397,1749740682102512005,1749740682102494299,1749740682102523878,1749740682102525669,1749740682102847326,1749740682102853283,1749740682102887778,1749740682097999314,0
833,1749740682108413722,1749740682107741831,1749740682107741831,1749740682108418388,16.3732,560.7853,33.0700,-0.1012,-0.0575,-0.0426,-3.4582,-1.7131,-11.6834,0.0000,0.0000,0.0000,0.0688,-0.1427,0.0912,0.0043,-0.0297,-0.0006,0.0224,0.0764,-0.1047,-0.0009,0.0004,-0.0004,0.0000,4155738844,1749740682108015495,0.0224,0.0764,-0.1047,0.9990,0.0005,-0.0013,0.0456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0400,-0.0997,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.0500,0.2361,0.2361,0.1748,0.1748,1,5,1749740682107746288,1749740682102906941,1749740682108039033,1749740682108023535,1749740682108050864,1749740682108052614,1749740682108373687,1749740682108379895,1749740682108414889,1749740682102904983,0
