tick,wall_time_unix,wall_time_iso,dt_since_start_s,raw_det_count,raw_x_px,raw_y_px,raw_conf,raw_depth_m,track_count,track_id,x,y,z,vx,vy,vz,pos_uncertainty,vel_uncertainty,confidence,frame,physics_plausible,physics_valid,filter_used_by_adaptive
0,1776985727.6025991,2026-04-23T23:08:47.602599Z,0.18200349807739258,0,,,,,0,,,,,,,,,,,,,,
1,1776985727.7994926,2026-04-23T23:08:47.799493Z,0.37889695167541504,0,,,,,0,,,,,,,,,,,,,,
2,1776985728.011396,2026-04-23T23:08:48.011396Z,0.5908002853393555,0,,,,,0,,,,,,,,,,,,,,
3,1776985728.1989062,2026-04-23T23:08:48.198906Z,0.7783105373382568,0,,,,,0,,,,,,,,,,,,,,
4,1776985728.4068573,2026-04-23T23:08:48.406857Z,0.9862616062164307,0,,,,,0,,,,,,,,,,,,,,
5,1776985728.607258,2026-04-23T23:08:48.607258Z,1.1866624355316162,0,,,,,0,,,,,,,,,,,,,,
6,1776985728.7964666,2026-04-23T23:08:48.796467Z,1.375870943069458,0,,,,,0,,,,,,,,,,,,,,
7,1776985729.0106902,2026-04-23T23:08:49.010690Z,1.5900945663452148,0,,,,,0,,,,,,,,,,,,,,
8,1776985729.2043514,2026-04-23T23:08:49.204351Z,1.7837557792663574,0,,,,,0,,,,,,,,,,,,,,
9,1776985729.413131,2026-04-23T23:08:49.413131Z,1.9925353527069092,0,,,,,0,,,,,,,,,,,,,,
10,1776985729.6041372,2026-04-23T23:08:49.604137Z,2.1835415363311768,0,,,,,0,,,,,,,,,,,,,,
11,1776985729.806398,2026-04-23T23:08:49.806398Z,2.3858022689819336,0,,,,,0,,,,,,,,,,,,,,
12,1776985730.0041034,2026-04-23T23:08:50.004103Z,2.583507776260376,0,,,,,0,,,,,,,,,,,,,,
13,1776985730.2038,2026-04-23T23:08:50.203800Z,2.7832043170928955,0,,,,,0,,,,,,,,,,,,,,
14,1776985730.4726195,2026-04-23T23:08:50.472620Z,3.0520238876342773,0,,,,,0,,,,,,,,,,,,,,
15,1776985730.7405717,2026-04-23T23:08:50.740572Z,3.3199760913848877,0,,,,,0,,,,,,,,,,,,,,
16,1776985731.0380275,2026-04-23T23:08:51.038028Z,3.617431879043579,0,,,,,1,3,538.6964848797473,133.79000049324077,0.5979366834671165,40.950424340480716,30.959255289518023,-0.14439857367713113,,,0.8173714280128479,pixel_xy_metric_z,True,True,
17,1776985731.3481612,2026-04-23T23:08:51.348161Z,3.927565574645996,1,510,175,0.7986264228820801,0.761,1,3,513.7838158186728,159.89557395926138,0.5058730679394523,-31.316636726844607,79.12113078522157,-0.26975067313508,,,0.8089914321899414,pixel_xy_metric_z,True,True,
