tick,wall_time_unix,wall_time_iso,dt_since_start_s,log_line_age_s,mode,j1_deg,j2_deg,v_j1_deg_per_tick,v_j2_deg_per_tick,cx_norm,cy_norm,raw_log_line
0,1776986198.6294203,2026-04-23T23:16:38.629420Z,0.181168794631958,,,,,,,,,
1,1776986198.8264909,2026-04-23T23:16:38.826491Z,0.37823939323425293,,,,,,,,,
2,1776986199.034056,2026-04-23T23:16:39.034056Z,0.5858044624328613,0.024631500244140625,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
3,1776986199.2320666,2026-04-23T23:16:39.232067Z,0.7838151454925537,0.222642183303833,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
4,1776986199.4458127,2026-04-23T23:16:39.445813Z,0.9975612163543701,0.4363882541656494,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
5,1776986199.6348622,2026-04-23T23:16:39.634862Z,1.1866106986999512,0.6254377365112305,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
6,1776986199.8344357,2026-04-23T23:16:39.834436Z,1.3861842155456543,0.8250112533569336,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
7,1776986200.0363173,2026-04-23T23:16:40.036317Z,1.5880658626556396,1.026892900466919,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
8,1776986200.47758,2026-04-23T23:16:40.477580Z,2.0293285846710205,1.4681556224822998,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
9,1776986200.7395985,2026-04-23T23:16:40.739599Z,2.291347026824951,1.7301740646362305,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
10,1776986200.933881,2026-04-23T23:16:40.933881Z,2.4856295585632324,1.9244565963745117,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
11,1776986201.1271708,2026-04-23T23:16:41.127171Z,2.6789193153381348,2.117746353149414,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
12,1776986201.332143,2026-04-23T23:16:41.332143Z,2.8838915824890137,2.322718620300293,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
13,1776986201.540417,2026-04-23T23:16:41.540417Z,3.092165470123291,2.5309925079345703,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
14,1776986201.7296953,2026-04-23T23:16:41.729695Z,3.2814438343048096,2.720270872116089,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
15,1776986201.9242234,2026-04-23T23:16:41.924223Z,3.4759719371795654,2.9147989749908447,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
16,1776986202.1283443,2026-04-23T23:16:42.128344Z,3.6800928115844727,3.118919849395752,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
17,1776986202.3302999,2026-04-23T23:16:42.330300Z,3.8820483684539795,3.320875406265259,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
18,1776986202.5437303,2026-04-23T23:16:42.543730Z,4.095478773117065,3.5343058109283447,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
19,1776986202.742374,2026-04-23T23:16:42.742374Z,4.2941224575042725,3.7329494953155518,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
20,1776986202.9437332,2026-04-23T23:16:42.943733Z,4.495481729507446,3.9343087673187256,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
21,1776986203.1484442,2026-04-23T23:16:43.148444Z,4.70019268989563,4.139019727706909,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
22,1776986203.4305172,2026-04-23T23:16:43.430517Z,4.9822657108306885,4.421092748641968,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
23,1776986203.6410854,2026-04-23T23:16:43.641085Z,5.19283390045166,4.6316609382629395,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
24,1776986203.8300743,2026-04-23T23:16:43.830074Z,5.381822824478149,4.820649862289429,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
25,1776986204.052556,2026-04-23T23:16:44.052556Z,5.604304552078247,5.043131589889526,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
26,1776986204.3360744,2026-04-23T23:16:44.336074Z,5.887822866439819,5.326649904251099,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
27,1776986204.5351841,2026-04-23T23:16:44.535184Z,6.08693265914917,5.525759696960449,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
28,1776986204.7323213,2026-04-23T23:16:44.732321Z,6.284069776535034,5.7228968143463135,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
29,1776986204.9384754,2026-04-23T23:16:44.938475Z,6.4902238845825195,5.929050922393799,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
30,1776986205.1415293,2026-04-23T23:16:45.141529Z,6.693277835845947,6.132104873657227,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
31,1776986205.3376698,2026-04-23T23:16:45.337670Z,6.889418363571167,6.328245401382446,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
32,1776986205.7668157,2026-04-23T23:16:45.766816Z,7.318564176559448,6.7573912143707275,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
33,1776986206.1035092,2026-04-23T23:16:46.103509Z,7.655257701873779,7.094084739685059,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
34,1776986206.3572493,2026-04-23T23:16:46.357249Z,7.9089977741241455,7.347824811935425,COAST,-29.08,-70.23,0.0,0.01,,,"[COAST] j1=-29.08 j2=-70.23 v=(+0.000,+0.010) (cx=nan, cy=nan)"
35,1776986206.6632314,2026-04-23T23:16:46.663231Z,8.214979887008667,0.0168914794921875,MOVE,-30.78,-68.43,-0.562,0.606,0.69,0.3,"[MOVE] j1=-30.78 j2=-68.43 v=(-0.562,+0.606) (cx=0.69, cy=0.30)"
36,1776986206.966528,2026-04-23T23:16:46.966528Z,8.518276453018188,0.004755496978759766,MOVE,-35.45,-63.15,-0.609,0.707,0.7,0.26,"[MOVE] j1=-35.45 j2=-63.15 v=(-0.609,+0.707) (cx=0.70, cy=0.26)"
37,1776986207.2620125,2026-04-23T23:16:47.262012Z,8.813760995864868,0.00044727325439453125,MOVE,-39.85,-58.11,-0.454,0.501,0.65,0.33,"[MOVE] j1=-39.85 j2=-58.11 v=(-0.454,+0.501) (cx=0.65, cy=0.33)"
38,1776986207.5327866,2026-04-23T23:16:47.532787Z,9.084535121917725,0.014705419540405273,MOVE,-42.66,-55.46,-0.417,0.358,0.64,0.38,"[MOVE] j1=-42.66 j2=-55.46 v=(-0.417,+0.358) (cx=0.64, cy=0.38)"
39,1776986207.7520268,2026-04-23T23:16:47.752027Z,9.303775310516357,0.0029747486114501953,MOVE,-44.2,-54.61,-0.371,0.298,0.62,0.4,"[MOVE] j1=-44.20 j2=-54.61 v=(-0.371,+0.298) (cx=0.62, cy=0.40)"
40,1776986208.0601087,2026-04-23T23:16:48.060109Z,9.611857175827026,0.01368260383605957,MOVE,-45.88,-54.95,0.0,-0.55,0.52,0.68,"[MOVE] j1=-45.88 j2=-54.95 v=(+0.000,-0.550) (cx=0.52, cy=0.68)"
41,1776986208.3412654,2026-04-23T23:16:48.341265Z,9.893013954162598,0.03254508972167969,MOVE,-45.88,-59.0,0.0,-0.632,0.53,0.71,"[MOVE] j1=-45.88 j2=-59.00 v=(+0.000,-0.632) (cx=0.53, cy=0.71)"
42,1776986208.5415397,2026-04-23T23:16:48.541540Z,10.09328818321228,0.0026502609252929688,MOVE,-46.19,-64.09,-0.16,-0.947,0.55,0.82,"[MOVE] j1=-46.19 j2=-64.09 v=(-0.160,-0.947) (cx=0.55, cy=0.82)"
43,1776986208.7355802,2026-04-23T23:16:48.735580Z,10.287328720092773,0.012983322143554688,COAST,-46.94,-68.53,-0.129,-0.768,,,"[COAST] j1=-46.94 j2=-68.53 v=(-0.129,-0.768) (cx=nan, cy=nan)"
44,1776986208.9380925,2026-04-23T23:16:48.938092Z,10.489840984344482,0.027013301849365234,MOVE,-47.65,-70.82,-0.286,0.219,0.6,0.43,"[MOVE] j1=-47.65 j2=-70.82 v=(-0.286,+0.219) (cx=0.60, cy=0.43)"
45,1776986209.1402946,2026-04-23T23:16:49.140295Z,10.69204306602478,0.00840306282043457,MOVE,-48.58,-68.62,0.0,0.744,0.49,0.25,"[MOVE] j1=-48.58 j2=-68.62 v=(+0.000,+0.744) (cx=0.49, cy=0.25)"
46,1776986209.3404307,2026-04-23T23:16:49.340431Z,10.892179250717163,0.024364709854125977,MOVE,-48.58,-64.36,0.0,0.848,0.48,0.22,"[MOVE] j1=-48.58 j2=-64.36 v=(+0.000,+0.848) (cx=0.48, cy=0.22)"
47,1776986209.5395162,2026-04-23T23:16:49.539516Z,11.091264724731445,0.0003230571746826172,COAST,-48.58,-58.65,0.0,0.939,,,"[COAST] j1=-48.58 j2=-58.65 v=(+0.000,+0.939) (cx=nan, cy=nan)"
