tick,wall_time_unix,wall_time_iso,dt_since_start_s,raw_det_count,raw_x_px,raw_y_px,raw_conf,raw_depth_m,track_count,track_id,x,y,z,vx,vy,vz,pos_uncertainty,vel_uncertainty,confidence,frame,physics_plausible,physics_valid,filter_used_by_adaptive
0,1776986198.6293201,2026-04-23T23:16:38.629320Z,0.18106865882873535,0,,,,,0,,,,,,,,,,,,,,
1,1776986198.8263795,2026-04-23T23:16:38.826380Z,0.3781280517578125,0,,,,,0,,,,,,,,,,,,,,
2,1776986199.0339348,2026-04-23T23:16:39.033935Z,0.5856833457946777,0,,,,,0,,,,,,,,,,,,,,
3,1776986199.2319689,2026-04-23T23:16:39.231969Z,0.7837173938751221,0,,,,,0,,,,,,,,,,,,,,
4,1776986199.44572,2026-04-23T23:16:39.445720Z,0.9974684715270996,0,,,,,0,,,,,,,,,,,,,,
5,1776986199.634745,2026-04-23T23:16:39.634745Z,1.1864933967590332,0,,,,,0,,,,,,,,,,,,,,
6,1776986199.8343248,2026-04-23T23:16:39.834325Z,1.386073350906372,0,,,,,0,,,,,,,,,,,,,,
7,1776986200.0362158,2026-04-23T23:16:40.036216Z,1.5879642963409424,0,,,,,0,,,,,,,,,,,,,,
8,1776986200.4774835,2026-04-23T23:16:40.477484Z,2.0292320251464844,0,,,,,0,,,,,,,,,,,,,,
9,1776986200.7395048,2026-04-23T23:16:40.739505Z,2.2912533283233643,0,,,,,0,,,,,,,,,,,,,,
10,1776986200.933698,2026-04-23T23:16:40.933698Z,2.4854464530944824,0,,,,,0,,,,,,,,,,,,,,
11,1776986201.1270707,2026-04-23T23:16:41.127071Z,2.678819179534912,0,,,,,0,,,,,,,,,,,,,,
12,1776986201.3320503,2026-04-23T23:16:41.332050Z,2.883798837661743,0,,,,,0,,,,,,,,,,,,,,
13,1776986201.5403235,2026-04-23T23:16:41.540323Z,3.092072010040283,0,,,,,0,,,,,,,,,,,,,,
14,1776986201.729596,2026-04-23T23:16:41.729596Z,3.281344413757324,0,,,,,0,,,,,,,,,,,,,,
15,1776986201.9240477,2026-04-23T23:16:41.924048Z,3.4757962226867676,0,,,,,0,,,,,,,,,,,,,,
16,1776986202.1282125,2026-04-23T23:16:42.128212Z,3.6799609661102295,0,,,,,0,,,,,,,,,,,,,,
17,1776986202.3302066,2026-04-23T23:16:42.330207Z,3.881955146789551,0,,,,,0,,,,,,,,,,,,,,
18,1776986202.5435858,2026-04-23T23:16:42.543586Z,4.09533429145813,0,,,,,0,,,,,,,,,,,,,,
19,1776986202.7422502,2026-04-23T23:16:42.742250Z,4.293998718261719,0,,,,,0,,,,,,,,,,,,,,
20,1776986202.9435444,2026-04-23T23:16:42.943544Z,4.495292901992798,0,,,,,0,,,,,,,,,,,,,,
21,1776986203.1483498,2026-04-23T23:16:43.148350Z,4.700098276138306,0,,,,,0,,,,,,,,,,,,,,
22,1776986203.4304185,2026-04-23T23:16:43.430418Z,4.98216700553894,0,,,,,0,,,,,,,,,,,,,,
23,1776986203.640992,2026-04-23T23:16:43.640992Z,5.192740440368652,0,,,,,0,,,,,,,,,,,,,,
24,1776986203.829887,2026-04-23T23:16:43.829887Z,5.381635427474976,0,,,,,0,,,,,,,,,,,,,,
25,1776986204.0523777,2026-04-23T23:16:44.052378Z,5.604126214981079,0,,,,,0,,,,,,,,,,,,,,
26,1776986204.3359704,2026-04-23T23:16:44.335970Z,5.887718915939331,0,,,,,0,,,,,,,,,,,,,,
27,1776986204.5350912,2026-04-23T23:16:44.535091Z,6.08683967590332,0,,,,,0,,,,,,,,,,,,,,
28,1776986204.7322104,2026-04-23T23:16:44.732210Z,6.283958911895752,0,,,,,0,,,,,,,,,,,,,,
29,1776986204.93835,2026-04-23T23:16:44.938350Z,6.490098476409912,0,,,,,0,,,,,,,,,,,,,,
30,1776986205.141434,2026-04-23T23:16:45.141434Z,6.693182468414307,0,,,,,0,,,,,,,,,,,,,,
31,1776986205.3375783,2026-04-23T23:16:45.337578Z,6.889326810836792,0,,,,,0,,,,,,,,,,,,,,
32,1776986205.7667222,2026-04-23T23:16:45.766722Z,7.31847071647644,0,,,,,0,,,,,,,,,,,,,,
33,1776986206.1034162,2026-04-23T23:16:46.103416Z,7.65516471862793,0,,,,,0,,,,,,,,,,,,,,
34,1776986206.3571575,2026-04-23T23:16:46.357157Z,7.908905982971191,0,,,,,0,,,,,,,,,,,,,,
35,1776986206.6631331,2026-04-23T23:16:46.663133Z,8.214881658554077,0,,,,,0,,,,,,,,,,,,,,
36,1776986206.966379,2026-04-23T23:16:46.966379Z,8.51812744140625,1,450,125,0.683814287185669,1.188,1,56,448.85171402547394,134.14913892292464,1.1814,30.44215310046333,-6.715861093069641,0.0,,,0.6568901538848877,pixel_xy_metric_z,True,True,
37,1776986207.2618575,2026-04-23T23:16:47.261858Z,8.813606023788452,1,413,164,0.6362718939781189,1.142,1,56,422.62761849425345,149.75358932853905,1.1474,-105.31955533146657,32.905839458144385,0.0,,,0.6655892729759216,pixel_xy_metric_z,True,True,
38,1776986207.5324676,2026-04-23T23:16:47.532468Z,9.084216117858887,1,362,218,0.618285596370697,1.158,1,56,363.536771455243,221.80272762808738,1.158,-113.28581359931407,245.1471966100129,0.0,,,0.618285596370697,pixel_xy_metric_z,True,True,
39,1776986207.7518444,2026-04-23T23:16:47.751844Z,9.303592920303345,1,333,262,0.712234377861023,1.163,1,56,319.69036268374333,290.6441144459452,1.163,-131.4749694799581,294.59263631011066,0.0,,,0.712234377861023,pixel_xy_metric_z,True,True,
40,1776986208.0599296,2026-04-23T23:16:48.059930Z,9.611678123474121,0,,,,,0,,,,,,,,,,,,,,
41,1776986208.3411176,2026-04-23T23:16:48.341118Z,9.892866134643555,0,,,,,1,57,341.32015499441417,346.45180757204514,1.137,-5.420398275699715,43.69828858198645,0.0,,,0.7656605839729309,pixel_xy_metric_z,True,True,
42,1776986208.5413857,2026-04-23T23:16:48.541386Z,10.09313416481018,0,,,,,1,57,349.1831635286779,364.48265354447886,1.103,-15.208400390962181,98.64533575725672,0.0,,,0.7679152488708496,pixel_xy_metric_z,True,True,
43,1776986208.735462,2026-04-23T23:16:48.735462Z,10.287210464477539,0,,,,,0,,,,,,,,,,,,,,
44,1776986208.9380004,2026-04-23T23:16:48.938000Z,10.48974895477295,0,,,,,0,,,,,,,,,,,,,,
45,1776986209.1401997,2026-04-23T23:16:49.140200Z,10.691948175430298,0,,,,,0,,,,,,,,,,,,,,
