tick,wall_time_unix,wall_time_iso,dt_since_start_s,raw_det_count,raw_x_px,raw_y_px,raw_conf,raw_depth_m,track_count,track_id,x,y,z,vx,vy,vz,pos_uncertainty,vel_uncertainty,confidence,frame,physics_plausible,physics_valid,filter_used_by_adaptive
0,1776985727.6025634,2026-04-23T23:08:47.602563Z,0.18196773529052734,0,,,,,0,,,,,,,,,,,,,,
1,1776985727.799457,2026-04-23T23:08:47.799457Z,0.3788614273071289,0,,,,,0,,,,,,,,,,,,,,
2,1776985728.011361,2026-04-23T23:08:48.011361Z,0.5907652378082275,0,,,,,0,,,,,,,,,,,,,,
3,1776985728.1988733,2026-04-23T23:08:48.198873Z,0.7782776355743408,0,,,,,0,,,,,,,,,,,,,,
4,1776985728.4068236,2026-04-23T23:08:48.406824Z,0.9862279891967773,0,,,,,0,,,,,,,,,,,,,,
5,1776985728.6072223,2026-04-23T23:08:48.607222Z,1.186626672744751,0,,,,,0,,,,,,,,,,,,,,
6,1776985728.7964327,2026-04-23T23:08:48.796433Z,1.3758370876312256,0,,,,,0,,,,,,,,,,,,,,
7,1776985729.0106547,2026-04-23T23:08:49.010655Z,1.5900590419769287,0,,,,,0,,,,,,,,,,,,,,
8,1776985729.2043004,2026-04-23T23:08:49.204300Z,1.7837047576904297,0,,,,,0,,,,,,,,,,,,,,
9,1776985729.4130967,2026-04-23T23:08:49.413097Z,1.9925010204315186,0,,,,,0,,,,,,,,,,,,,,
10,1776985729.6041,2026-04-23T23:08:49.604100Z,2.183504343032837,0,,,,,0,,,,,,,,,,,,,,
11,1776985729.8063626,2026-04-23T23:08:49.806363Z,2.3857669830322266,0,,,,,0,,,,,,,,,,,,,,
12,1776985730.0040655,2026-04-23T23:08:50.004066Z,2.583469867706299,0,,,,,0,,,,,,,,,,,,,,
13,1776985730.203766,2026-04-23T23:08:50.203766Z,2.783170461654663,0,,,,,0,,,,,,,,,,,,,,
14,1776985730.4725857,2026-04-23T23:08:50.472586Z,3.051990032196045,0,,,,,0,,,,,,,,,,,,,,
15,1776985730.7405047,2026-04-23T23:08:50.740505Z,3.31990909576416,0,,,,,0,,,,,,,,,,,,,,
16,1776985731.037979,2026-04-23T23:08:51.037979Z,3.6173832416534424,0,,,,,1,3,524.5507510384664,126.33691999316493,0.0,1.7367484526898942,0.0,0.0,,,0.8245726227760315,pixel_xy_metric_z,True,True,
17,1776985731.3481007,2026-04-23T23:08:51.348101Z,3.9275050163269043,1,510,175,0.7986264228820801,0.761,1,3,501.26802705706604,159.41550009454454,0.784,-56.17874549202098,-71.2291313912291,0.0,,,0.8089914321899414,pixel_xy_metric_z,True,True,
18,1776985731.6506517,2026-04-23T23:08:51.650652Z,4.230056047439575,1,336,209,0.7921755909919739,1.072,2,4,339.53735537864895,207.3447101820953,0.0,-143.0782947844576,107.39171089154725,0.0,,,0.8110603094100952,pixel_xy_metric_z,True,True,
19,1776985732.0004501,2026-04-23T23:08:52.000450Z,4.579854488372803,1,241,229,0.7751931548118591,0.869,1,4,204.7415686220817,228.76415514371342,0.879,-245.99151686922363,10.631528276562387,0.0,,,0.7381343841552734,pixel_xy_metric_z,True,True,
20,1776985732.2113218,2026-04-23T23:08:52.211322Z,4.790726184844971,0,,,,,1,4,175.10604801656976,219.56220896801568,0.891,-206.49298815423657,-37.61912399849727,0.0,,,0.6693668961524963,pixel_xy_metric_z,True,True,
